product_id,product_name,transport_method,cost_per_unit,fixed_cost,supplier_id
10315842,"Sam's Choice 100% Angus Beef Burgers, 6 Count, 2lb (Frozen)",Air,5.29,188.78,1491
319841736,"Beef Choice Angus Ribeye Steak Family Pack, 2.26 - 3.15 lb",Truck,1.31,164.63,1492
319841736,"Beef Choice Angus Ribeye Steak Family Pack, 2.26 - 3.15 lb",Train,2.44,36.23,1493
319841736,"Beef Choice Angus Ribeye Steak Family Pack, 2.26 - 3.15 lb",Air,7.08,189.93,1494
805059635,"Fresh Atlantic Salmon Fillets, 1.90 - 2.30 lb",Truck,1.15,149.28,1495
805059635,"Fresh Atlantic Salmon Fillets, 1.90 - 2.30 lb",Train,1.12,106.47,1496
805059635,"Fresh Atlantic Salmon Fillets, 1.90 - 2.30 lb",Air,6.86,73.43,1497
377356856,"Impossible Plant Based Ground, Brick, 12oz",Truck,1.71,61.67,1498
377356856,"Impossible Plant Based Ground, Brick, 12oz",Train,2.39,174.41,1499
377356856,"Impossible Plant Based Ground, Brick, 12oz",Air,4.66,26.38,1500
55490173,"Great Value Frozen Raw Super Colossal Shell-on Tail-on Easy Peel Shrimp, 16 oz (13-15 count per lb)",Truck,1.28,103.34,1501
55490173,"Great Value Frozen Raw Super Colossal Shell-on Tail-on Easy Peel Shrimp, 16 oz (13-15 count per lb)",Train,2.08,139.51,1502
55490173,"Great Value Frozen Raw Super Colossal Shell-on Tail-on Easy Peel Shrimp, 16 oz (13-15 count per lb)",Air,9.29,55.05,1503
17177028,"Butterball Original Seasoned Frozen Turkey Burgers, 1/3 lb. Patties, 2 lb. Package",Truck,2.1,186.06,1504
17177028,"Butterball Original Seasoned Frozen Turkey Burgers, 1/3 lb. Patties, 2 lb. Package",Train,1.69,66.98,1505
17177028,"Butterball Original Seasoned Frozen Turkey Burgers, 1/3 lb. Patties, 2 lb. Package",Air,6.9,175.5,1506
10315840,"Sam's Choice Angus Bacon & Aged Cheddar Beef Patties, 6 Count, 2 lb (Frozen)",Truck,2.74,138.99,1507
10315840,"Sam's Choice Angus Bacon & Aged Cheddar Beef Patties, 6 Count, 2 lb (Frozen)",Train,1.97,59.93,1508
10315840,"Sam's Choice Angus Bacon & Aged Cheddar Beef Patties, 6 Count, 2 lb (Frozen)",Air,5.41,21.51,1509
667385622,"Beef Choice Angus New York Strip Steak Family Pack, 1.53 - 2.63 lb",Truck,2.79,74.58,1510
667385622,"Beef Choice Angus New York Strip Steak Family Pack, 1.53 - 2.63 lb",Train,1.9,48.68,1511
667385622,"Beef Choice Angus New York Strip Steak Family Pack, 1.53 - 2.63 lb",Air,6.14,27.32,1512
10315842,"Sam's Choice 100% Angus Beef Burgers, 6 Count, 2lb (Frozen)",Truck,2.52,21.69,1513
10315842,"Sam's Choice 100% Angus Beef Burgers, 6 Count, 2lb (Frozen)",Train,1.3,193.13,1514
10315842,"Sam's Choice 100% Angus Beef Burgers, 6 Count, 2lb (Frozen)",Air,5.24,45.85,1515
319841736,"Beef Choice Angus Ribeye Steak Family Pack, 2.26 - 3.15 lb",Truck,1.02,137.11,1516
319841736,"Beef Choice Angus Ribeye Steak Family Pack, 2.26 - 3.15 lb",Train,2.31,164.34,1517
319841736,"Beef Choice Angus Ribeye Steak Family Pack, 2.26 - 3.15 lb",Air,4.36,178.86,1518
805059635,"Fresh Atlantic Salmon Fillets, 1.90 - 2.30 lb",Truck,2.81,170.42,1519
805059635,"Fresh Atlantic Salmon Fillets, 1.90 - 2.30 lb",Train,1.93,29.92,1520
805059635,"Fresh Atlantic Salmon Fillets, 1.90 - 2.30 lb",Air,6.31,198.26,1521
377356856,"Impossible Plant Based Ground, Brick, 12oz",Truck,1.99,21.48,1522
377356856,"Impossible Plant Based Ground, Brick, 12oz",Train,0.88,193.01,1523
377356856,"Impossible Plant Based Ground, Brick, 12oz",Air,4.14,73.87,1524
55490173,"Great Value Frozen Raw Super Colossal Shell-on Tail-on Easy Peel Shrimp, 16 oz (13-15 count per lb)",Truck,1.66,108.59,1525
55490173,"Great Value Frozen Raw Super Colossal Shell-on Tail-on Easy Peel Shrimp, 16 oz (13-15 count per lb)",Train,2.1,114.07,1526
55490173,"Great Value Frozen Raw Super Colossal Shell-on Tail-on Easy Peel Shrimp, 16 oz (13-15 count per lb)",Air,7.58,172.47,1527
17177028,"Butterball Original Seasoned Frozen Turkey Burgers, 1/3 lb. Patties, 2 lb. Package",Truck,2.06,24.01,1528
17177028,"Butterball Original Seasoned Frozen Turkey Burgers, 1/3 lb. Patties, 2 lb. Package",Train,2.46,53.29,1529
17177028,"Butterball Original Seasoned Frozen Turkey Burgers, 1/3 lb. Patties, 2 lb. Package",Air,7.12,38.41,1530
312904055,"Beef Choice Angus Flat Iron Steak, 0.45 - 0.9 lb",Truck,2.81,187.87,1531
312904055,"Beef Choice Angus Flat Iron Steak, 0.45 - 0.9 lb",Train,1.87,55.2,1532
312904055,"Beef Choice Angus Flat Iron Steak, 0.45 - 0.9 lb",Air,6.43,53.23,1533
44180347,"Beef Choice Angus T-Bone Steak Bone-In, 0.53 - 2.23 lb",Truck,2.68,189.01,1534
44180347,"Beef Choice Angus T-Bone Steak Bone-In, 0.53 - 2.23 lb",Train,0.8,22.11,1535
44180347,"Beef Choice Angus T-Bone Steak Bone-In, 0.53 - 2.23 lb",Air,9.21,186.17,1536
957733881,"Beyond Meat Burger Patties, 2 Count, 0.5 lb (Fresh)",Truck,1.72,56.83,1537
957733881,"Beyond Meat Burger Patties, 2 Count, 0.5 lb (Fresh)",Train,2.37,145.49,1538
957733881,"Beyond Meat Burger Patties, 2 Count, 0.5 lb (Fresh)",Air,8.44,110.34,1539
985000295,"Prime Rib Beef Steak Burger Patties 4 Count, 1.33 lb",Truck,2.28,167.87,1540
985000295,"Prime Rib Beef Steak Burger Patties 4 Count, 1.33 lb",Train,0.82,140.76,1541
985000295,"Prime Rib Beef Steak Burger Patties 4 Count, 1.33 lb",Air,7.42,158.87,1542
298640547,"Mtn Dew Energy, Orange Breeze,16 oz can",Truck,2.88,30.2,1543
298640547,"Mtn Dew Energy, Orange Breeze,16 oz can",Train,1.2,99.33,1544
298640547,"Mtn Dew Energy, Orange Breeze,16 oz can",Air,4.14,45.34,1545
22583003,"Butterball Sweet Onion Frozen Turkey Burgers, 1/3 lb. Patties, 2 lb. Package",Truck,2.41,122.28,1546
22583003,"Butterball Sweet Onion Frozen Turkey Burgers, 1/3 lb. Patties, 2 lb. Package",Train,1.57,55.84,1547
22583003,"Butterball Sweet Onion Frozen Turkey Burgers, 1/3 lb. Patties, 2 lb. Package",Air,6.39,140.62,1548
44391270,Mountain Dew Kickstart Orange Citrus Energizing Juice 16 oz Can,Truck,1.89,70.79,1549
44391270,Mountain Dew Kickstart Orange Citrus Energizing Juice 16 oz Can,Train,0.89,25.88,1550
44391270,Mountain Dew Kickstart Orange Citrus Energizing Juice 16 oz Can,Air,9.03,44.19,1551
44391337,"Beef Choice Angus New York Strip Steak Thin, 0.54 - 1.56 lb",Truck,2.12,85.8,1552
44391337,"Beef Choice Angus New York Strip Steak Thin, 0.54 - 1.56 lb",Train,0.92,121.55,1553
44391337,"Beef Choice Angus New York Strip Steak Thin, 0.54 - 1.56 lb",Air,5.5,129.99,1554
35067449,Mountain Dew Kickstart Black Cherry Energizing Juice 16 oz Can,Truck,2.08,116.18,1555
35067449,Mountain Dew Kickstart Black Cherry Energizing Juice 16 oz Can,Train,1.93,99.38,1556
35067449,Mountain Dew Kickstart Black Cherry Energizing Juice 16 oz Can,Air,8.83,62.13,1557
12018564,"Java Monster Loca Moca, Coffee + Energy Drink, 15 Fl Oz",Truck,2.63,100.17,1558
12018564,"Java Monster Loca Moca, Coffee + Energy Drink, 15 Fl Oz",Train,1.86,138.05,1559
12018564,"Java Monster Loca Moca, Coffee + Energy Drink, 15 Fl Oz",Air,5.52,137.16,1560
51259086,"Beef Choice Angus Filet Mignon, 0.16 - 0.9 lb",Truck,2.04,60.78,1561
51259086,"Beef Choice Angus Filet Mignon, 0.16 - 0.9 lb",Train,1.44,51.73,1562
51259086,"Beef Choice Angus Filet Mignon, 0.16 - 0.9 lb",Air,4.32,26.29,1563
288817357,Alani Energy Drink-cosmic Stardust-12oz,Truck,2.31,183.38,1564
288817357,Alani Energy Drink-cosmic Stardust-12oz,Train,2.23,26.67,1565
288817357,Alani Energy Drink-cosmic Stardust-12oz,Air,4.91,63.56,1566
152363986,"Sam's Choice Frozen Wild Caught Mahi-Mahi Fillets, 12 oz",Truck,1.7,198.47,1567
152363986,"Sam's Choice Frozen Wild Caught Mahi-Mahi Fillets, 12 oz",Train,1.31,95.78,1568
152363986,"Sam's Choice Frozen Wild Caught Mahi-Mahi Fillets, 12 oz",Air,6.58,21.11,1569
203223135,"Mtn Dew Energy, Pomegranate Blue Burst,16 oz can",Truck,2.11,196.79,1570
203223135,"Mtn Dew Energy, Pomegranate Blue Burst,16 oz can",Train,2.49,25.62,1571
203223135,"Mtn Dew Energy, Pomegranate Blue Burst,16 oz can",Air,7.33,192.99,1572
342290125,"Java Monster Mean Bean, Coffee + Energy Drink, 11 fl oz, 6 Pack",Truck,2.96,31.33,1573
342290125,"Java Monster Mean Bean, Coffee + Energy Drink, 11 fl oz, 6 Pack",Train,1.54,91.79,1574
342290125,"Java Monster Mean Bean, Coffee + Energy Drink, 11 fl oz, 6 Pack",Air,4.22,163.39,1575
46500419,"Smithfield St. Louis-Style Fresh Pork Spareribs, 2.1-5.1 lb",Truck,1.45,85.83,1576
46500419,"Smithfield St. Louis-Style Fresh Pork Spareribs, 2.1-5.1 lb",Train,1.65,194.4,1577
46500419,"Smithfield St. Louis-Style Fresh Pork Spareribs, 2.1-5.1 lb",Air,9.06,99.76,1578
19766233,"V8 +ENERGY Peach Mango Energy Drink, 8 FL OZ Can (Pack of 6)",Truck,2.3,65.48,1579
19766233,"V8 +ENERGY Peach Mango Energy Drink, 8 FL OZ Can (Pack of 6)",Train,2.36,143.9,1580
19766233,"V8 +ENERGY Peach Mango Energy Drink, 8 FL OZ Can (Pack of 6)",Air,5.08,97.96,1581
154195279,"Villari Smoked Turkey Wings Cut, 1.6-2.1lbs",Truck,2.03,66.15,1582
154195279,"Villari Smoked Turkey Wings Cut, 1.6-2.1lbs",Train,1.32,107.17,1583
154195279,"Villari Smoked Turkey Wings Cut, 1.6-2.1lbs",Air,4.57,190.33,1584
46491705,Mountain Dew Kickstart Fruit Punch Energizing Juice 16 oz Can,Truck,1.77,22.85,1585
46491705,Mountain Dew Kickstart Fruit Punch Energizing Juice 16 oz Can,Train,2.07,97.44,1586
46491705,Mountain Dew Kickstart Fruit Punch Energizing Juice 16 oz Can,Air,7.57,103.71,1587
139075529,"Villari Brothers, Smoked Turkey Drumstick, 1.5-2.2 lb",Truck,1.68,96.25,1588
139075529,"Villari Brothers, Smoked Turkey Drumstick, 1.5-2.2 lb",Train,1.54,118.49,1589
139075529,"Villari Brothers, Smoked Turkey Drumstick, 1.5-2.2 lb",Air,5.04,62.43,1590
135996869,"Bang Keto Coffee Cookies & Cream Craze High Protein Energy Drink, 15 oz Can",Truck,1.76,144.14,1591
135996869,"Bang Keto Coffee Cookies & Cream Craze High Protein Energy Drink, 15 oz Can",Train,2.38,161.52,1592
135996869,"Bang Keto Coffee Cookies & Cream Craze High Protein Energy Drink, 15 oz Can",Air,4.42,125.65,1593
785680370,"Red Bull Energy Drink, Watermelon, 12 Fl Oz",Truck,1.87,149.71,1594
785680370,"Red Bull Energy Drink, Watermelon, 12 Fl Oz",Train,1.88,195.18,1595
785680370,"Red Bull Energy Drink, Watermelon, 12 Fl Oz",Air,8.69,158.26,1596
178397082,"Great Value Frozen Raw Jumbo Shrimp, 12 oz (21-25 Count per lb)",Truck,1.08,117.34,1597
178397082,"Great Value Frozen Raw Jumbo Shrimp, 12 oz (21-25 Count per lb)",Train,2.17,166.45,1598
178397082,"Great Value Frozen Raw Jumbo Shrimp, 12 oz (21-25 Count per lb)",Air,8.61,129.91,1599
45733428,"Red Bull Energy Drink, Tropical, 12 Fl Oz",Truck,2.13,29.99,1600
45733428,"Red Bull Energy Drink, Tropical, 12 Fl Oz",Train,1.21,20.72,1601
45733428,"Red Bull Energy Drink, Tropical, 12 Fl Oz",Air,7.69,56.96,1602
178881423,"Beef Choice Angus Flank Steak, 1.34 - 2.28 lb",Truck,1.72,82.1,1603
178881423,"Beef Choice Angus Flank Steak, 1.34 - 2.28 lb",Train,1.57,175.46,1604
178881423,"Beef Choice Angus Flank Steak, 1.34 - 2.28 lb",Air,5.64,177.85,1605
935589628,"Rockstar Punched Fruit Punch Energy Drink, 16 oz Can",Truck,2.05,129.26,1606
935589628,"Rockstar Punched Fruit Punch Energy Drink, 16 oz Can",Train,1.23,87.29,1607
935589628,"Rockstar Punched Fruit Punch Energy Drink, 16 oz Can",Air,8.27,20.93,1608
14944717,"Rockstar Original Energy Drink, 16 oz, 4 Pack Cans",Truck,1.28,126.77,1609
14944717,"Rockstar Original Energy Drink, 16 oz, 4 Pack Cans",Train,1.96,153.58,1610
14944717,"Rockstar Original Energy Drink, 16 oz, 4 Pack Cans",Air,9.58,103.07,1611
950378950,"Smithfield Fresh Pork Spareribs, 3.7 - 7.9 lb",Truck,1.89,102.24,1612
950378950,"Smithfield Fresh Pork Spareribs, 3.7 - 7.9 lb",Train,0.94,128.06,1613
950378950,"Smithfield Fresh Pork Spareribs, 3.7 - 7.9 lb",Air,9.27,68.0,1614
120890969,"Red Bull Energy Drink, Peach, 12 Fl Oz",Truck,2.43,123.76,1615
120890969,"Red Bull Energy Drink, Peach, 12 Fl Oz",Train,1.56,155.55,1616
120890969,"Red Bull Energy Drink, Peach, 12 Fl Oz",Air,8.49,63.74,1617
35192960,"Sam's Choice Frozen Ahi Tuna Steaks, 16 Oz",Truck,1.0,110.98,1618
35192960,"Sam's Choice Frozen Ahi Tuna Steaks, 16 Oz",Train,0.82,20.13,1619
35192960,"Sam's Choice Frozen Ahi Tuna Steaks, 16 Oz",Air,9.22,37.41,1620
292025844,"Bang Blue Razz Energy Drink with Super Creatine, 16 oz Can",Truck,1.47,124.65,1621
292025844,"Bang Blue Razz Energy Drink with Super Creatine, 16 oz Can",Train,1.08,122.38,1622
292025844,"Bang Blue Razz Energy Drink with Super Creatine, 16 oz Can",Air,6.58,92.44,1623
14532503,"Starbucks Doubleshot Energy Vanilla Coffee Energy Drink, 15 oz Can",Truck,1.09,23.78,1624
14532503,"Starbucks Doubleshot Energy Vanilla Coffee Energy Drink, 15 oz Can",Train,1.98,146.65,1625
14532503,"Starbucks Doubleshot Energy Vanilla Coffee Energy Drink, 15 oz Can",Air,4.68,181.22,1626
105413616,"Great Value Beer 'n Bratwurst, 5 Links, 1 lb 3 oz (Fresh)",Truck,2.61,28.53,1627
105413616,"Great Value Beer 'n Bratwurst, 5 Links, 1 lb 3 oz (Fresh)",Train,2.48,50.5,1628
105413616,"Great Value Beer 'n Bratwurst, 5 Links, 1 lb 3 oz (Fresh)",Air,7.01,27.79,1629
789969432,"Red Bull Energy Drink, Coconut Berry, 12 Fl Oz",Truck,2.88,99.09,1630
789969432,"Red Bull Energy Drink, Coconut Berry, 12 Fl Oz",Train,2.41,117.66,1631
789969432,"Red Bull Energy Drink, Coconut Berry, 12 Fl Oz",Air,4.3,30.71,1632
834772435,"Fresh Wild Caught Tuna Steaks, 0.65 - 0.75 lb",Truck,1.11,133.57,1633
834772435,"Fresh Wild Caught Tuna Steaks, 0.65 - 0.75 lb",Train,2.04,79.96,1634
834772435,"Fresh Wild Caught Tuna Steaks, 0.65 - 0.75 lb",Air,5.42,72.41,1635
830568074,Mtn Dew Energy Drink Pomegranate Blue Burst Blueberry Pomegranate 16 Fl Oz 4 Count Cans,Truck,2.6,172.99,1636
830568074,Mtn Dew Energy Drink Pomegranate Blue Burst Blueberry Pomegranate 16 Fl Oz 4 Count Cans,Train,1.77,92.99,1637
830568074,Mtn Dew Energy Drink Pomegranate Blue Burst Blueberry Pomegranate 16 Fl Oz 4 Count Cans,Air,4.56,41.2,1638
51259029,"Beef Choice Angus Ribeye Steak Thick, 0.81 - 1.47 lb",Truck,2.43,152.69,1639
51259029,"Beef Choice Angus Ribeye Steak Thick, 0.81 - 1.47 lb",Train,1.56,190.5,1640
51259029,"Beef Choice Angus Ribeye Steak Thick, 0.81 - 1.47 lb",Air,4.27,141.07,1641
147922155,"Rockstar Recovery Orange with Electrolytes Energy Drink, 16 oz Can",Truck,1.44,47.52,1642
147922155,"Rockstar Recovery Orange with Electrolytes Energy Drink, 16 oz Can",Train,1.98,36.33,1643
147922155,"Rockstar Recovery Orange with Electrolytes Energy Drink, 16 oz Can",Air,5.66,177.23,1644
541865901,"Monster Energy Lo-Carb, Energy Drink, 16 fl oz, 12 Pack",Truck,2.01,81.22,1645
541865901,"Monster Energy Lo-Carb, Energy Drink, 16 fl oz, 12 Pack",Train,0.83,167.26,1646
541865901,"Monster Energy Lo-Carb, Energy Drink, 16 fl oz, 12 Pack",Air,5.24,88.64,1647
215353068,"Pork Center Cut Loin Chops Thick Bone-In Family Pack, 2.8 - 4.2 lb",Truck,2.24,31.27,1648
215353068,"Pork Center Cut Loin Chops Thick Bone-In Family Pack, 2.8 - 4.2 lb",Train,1.06,94.53,1649
215353068,"Pork Center Cut Loin Chops Thick Bone-In Family Pack, 2.8 - 4.2 lb",Air,5.47,41.83,1650
10533125,"Red Bull Energy Drink, Sugar Free, 12 Fl Oz (4 Pack)",Truck,2.34,100.2,1651
10533125,"Red Bull Energy Drink, Sugar Free, 12 Fl Oz (4 Pack)",Train,1.76,27.57,1652
10533125,"Red Bull Energy Drink, Sugar Free, 12 Fl Oz (4 Pack)",Air,5.63,28.34,1653
45733432,"Red Bull Energy Drink, Blueberry, 12 Fl Oz",Truck,2.11,185.48,1654
45733432,"Red Bull Energy Drink, Blueberry, 12 Fl Oz",Train,2.29,66.41,1655
45733432,"Red Bull Energy Drink, Blueberry, 12 Fl Oz",Air,8.8,57.93,1656
378057358,Starbucks Zero Sugar Coffee Drink Tripleshot Energy Chocolate 15 Fluid Ounce,Truck,2.89,135.72,1657
378057358,Starbucks Zero Sugar Coffee Drink Tripleshot Energy Chocolate 15 Fluid Ounce,Train,1.07,52.02,1658
378057358,Starbucks Zero Sugar Coffee Drink Tripleshot Energy Chocolate 15 Fluid Ounce,Air,9.7,153.37,1659
608101554,"Alani Nu Sugar-Free Energy Drink, Cosmic Stardust, 12 oz Cans (Pack of 6)",Truck,2.58,168.29,1660
608101554,"Alani Nu Sugar-Free Energy Drink, Cosmic Stardust, 12 oz Cans (Pack of 6)",Train,0.89,28.05,1661
608101554,"Alani Nu Sugar-Free Energy Drink, Cosmic Stardust, 12 oz Cans (Pack of 6)",Air,6.26,126.33,1662
592611238,"Starbucks Tripleshot Energy Mocha Extra Strength Coffee Energy Drink, 15 oz Can",Truck,1.97,32.41,1663
592611238,"Starbucks Tripleshot Energy Mocha Extra Strength Coffee Energy Drink, 15 oz Can",Train,2.45,47.47,1664
592611238,"Starbucks Tripleshot Energy Mocha Extra Strength Coffee Energy Drink, 15 oz Can",Air,9.85,72.31,1665
36716922,"Monster Zero Ultra, 16 fl oz",Truck,1.57,43.17,1666
36716922,"Monster Zero Ultra, 16 fl oz",Train,0.83,121.35,1667
36716922,"Monster Zero Ultra, 16 fl oz",Air,6.58,139.02,1668
108931301,"CELSIUS Essential Energy Drink 12 Fl Oz, Sparkling Orange (Single)",Truck,2.64,111.58,1669
108931301,"CELSIUS Essential Energy Drink 12 Fl Oz, Sparkling Orange (Single)",Train,1.67,43.73,1670
108931301,"CELSIUS Essential Energy Drink 12 Fl Oz, Sparkling Orange (Single)",Air,7.37,176.71,1671
483179684,"CELSIUS Essential Energy Drink 12 Fl Oz, Sparkling Kiwi Guava (Single Can)",Truck,2.58,102.55,1672
483179684,"CELSIUS Essential Energy Drink 12 Fl Oz, Sparkling Kiwi Guava (Single Can)",Train,1.58,39.66,1673
483179684,"CELSIUS Essential Energy Drink 12 Fl Oz, Sparkling Kiwi Guava (Single Can)",Air,4.71,164.09,1674
51871252,"Java Monster Salted Caramel, Coffee + Energy Drink, 15 fl oz",Truck,1.21,172.71,1675
51871252,"Java Monster Salted Caramel, Coffee + Energy Drink, 15 fl oz",Train,1.79,185.01,1676
51871252,"Java Monster Salted Caramel, Coffee + Energy Drink, 15 fl oz",Air,9.36,178.15,1677
413214729,"Rockstar Original Energy Drink, 16 fl oz",Truck,2.78,128.08,1678
413214729,"Rockstar Original Energy Drink, 16 fl oz",Train,1.01,70.23,1679
413214729,"Rockstar Original Energy Drink, 16 fl oz",Air,4.84,147.29,1680
974614417,"CELSIUS Essential Energy Drink 12 Fl Oz, Sparkling Watermelon (Single Can)",Truck,2.06,74.26,1681
974614417,"CELSIUS Essential Energy Drink 12 Fl Oz, Sparkling Watermelon (Single Can)",Train,1.83,180.13,1682
974614417,"CELSIUS Essential Energy Drink 12 Fl Oz, Sparkling Watermelon (Single Can)",Air,9.23,28.56,1683
21048453,"Starbucks Doubleshot Energy White Chocolate Coffee Energy Drink, 15 oz Can",Truck,2.67,102.05,1684
21048453,"Starbucks Doubleshot Energy White Chocolate Coffee Energy Drink, 15 oz Can",Train,2.14,155.5,1685
21048453,"Starbucks Doubleshot Energy White Chocolate Coffee Energy Drink, 15 oz Can",Air,5.57,57.99,1686
123527363,"NOS High Performance Energy Drink, 16 fl oz",Truck,1.58,21.69,1687
123527363,"NOS High Performance Energy Drink, 16 fl oz",Train,1.65,165.93,1688
123527363,"NOS High Performance Energy Drink, 16 fl oz",Air,7.38,28.07,1689
554178741,"Starbucks Tripleshot Energy Caramel Extra Strength Coffee Energy Drink, 15 oz Can",Truck,1.71,25.71,1690
554178741,"Starbucks Tripleshot Energy Caramel Extra Strength Coffee Energy Drink, 15 oz Can",Train,1.68,115.54,1691
554178741,"Starbucks Tripleshot Energy Caramel Extra Strength Coffee Energy Drink, 15 oz Can",Air,6.71,107.39,1692
126229248,Starbucks Tripleshot Energy Zero Sugar Vanilla Extra Strength Coffee Energy Drink 15 oz Can,Truck,1.6,176.7,1693
126229248,Starbucks Tripleshot Energy Zero Sugar Vanilla Extra Strength Coffee Energy Drink 15 oz Can,Train,0.91,60.69,1694
126229248,Starbucks Tripleshot Energy Zero Sugar Vanilla Extra Strength Coffee Energy Drink 15 oz Can,Air,5.01,130.07,1695
584597220,"Starbucks Tripleshot Energy French Vanilla Extra Strength Coffee Energy Drink, 15 oz Can",Truck,2.94,141.85,1696
584597220,"Starbucks Tripleshot Energy French Vanilla Extra Strength Coffee Energy Drink, 15 oz Can",Train,2.12,97.64,1697
584597220,"Starbucks Tripleshot Energy French Vanilla Extra Strength Coffee Energy Drink, 15 oz Can",Air,7.55,175.76,1698
10533124,"Red Bull Energy Drink, Sugar Free, 12 Fl Oz",Truck,2.69,155.46,1699
10533124,"Red Bull Energy Drink, Sugar Free, 12 Fl Oz",Train,1.32,186.99,1700
10533124,"Red Bull Energy Drink, Sugar Free, 12 Fl Oz",Air,5.16,64.49,1701
14532501,"Starbucks Doubleshot Energy Mocha Coffee Energy Drink, 15 oz Can",Truck,1.83,72.37,1702
14532501,"Starbucks Doubleshot Energy Mocha Coffee Energy Drink, 15 oz Can",Train,1.77,54.06,1703
14532501,"Starbucks Doubleshot Energy Mocha Coffee Energy Drink, 15 oz Can",Air,9.52,78.83,1704
22210629,"POWERADE Zero Sugar Fruit Punch, ION4 Electrolyte Enhanced Fruit Flavored Zero Sugar Zero Calorie Sports Drink, 20 fl oz, 8 Pack",Truck,2.58,56.88,1705
22210629,"POWERADE Zero Sugar Fruit Punch, ION4 Electrolyte Enhanced Fruit Flavored Zero Sugar Zero Calorie Sports Drink, 20 fl oz, 8 Pack",Train,1.23,107.2,1706
22210629,"POWERADE Zero Sugar Fruit Punch, ION4 Electrolyte Enhanced Fruit Flavored Zero Sugar Zero Calorie Sports Drink, 20 fl oz, 8 Pack",Air,5.08,177.91,1707
14532501,"Starbucks Doubleshot Energy Mocha Coffee Energy Drink, 15 oz Can",Truck,2.48,95.46,1708
14532501,"Starbucks Doubleshot Energy Mocha Coffee Energy Drink, 15 oz Can",Train,1.33,65.25,1709
14532501,"Starbucks Doubleshot Energy Mocha Coffee Energy Drink, 15 oz Can",Air,5.58,82.27,1710
22210629,"POWERADE Zero Sugar Fruit Punch, ION4 Electrolyte Enhanced Fruit Flavored Zero Sugar Zero Calorie Sports Drink, 20 fl oz, 8 Pack",Truck,1.65,160.01,1711
22210629,"POWERADE Zero Sugar Fruit Punch, ION4 Electrolyte Enhanced Fruit Flavored Zero Sugar Zero Calorie Sports Drink, 20 fl oz, 8 Pack",Train,1.12,59.0,1712
22210629,"POWERADE Zero Sugar Fruit Punch, ION4 Electrolyte Enhanced Fruit Flavored Zero Sugar Zero Calorie Sports Drink, 20 fl oz, 8 Pack",Air,5.07,54.82,1713
613718179,"Java Monster Nitro Cold Brew Latte, Coffee + Energy Drink, 13.5 fl oz",Truck,1.44,93.17,1714
613718179,"Java Monster Nitro Cold Brew Latte, Coffee + Energy Drink, 13.5 fl oz",Train,1.45,122.39,1715
613718179,"Java Monster Nitro Cold Brew Latte, Coffee + Energy Drink, 13.5 fl oz",Air,4.61,91.58,1716
330320111,"Bang Keto Coffee Mocha Madness High Protein Energy Drink, 15 oz Can",Truck,2.34,60.11,1717
330320111,"Bang Keto Coffee Mocha Madness High Protein Energy Drink, 15 oz Can",Train,0.96,128.34,1718
330320111,"Bang Keto Coffee Mocha Madness High Protein Energy Drink, 15 oz Can",Air,6.17,141.13,1719
55397853,"Starbucks Doubleshot Energy Mocha Coffee Energy Drink, 11 oz, 4 Pack Cans",Truck,1.59,47.22,1720
55397853,"Starbucks Doubleshot Energy Mocha Coffee Energy Drink, 11 oz, 4 Pack Cans",Train,2.17,55.05,1721
55397853,"Starbucks Doubleshot Energy Mocha Coffee Energy Drink, 11 oz, 4 Pack Cans",Air,8.78,92.36,1722
864274516,BCAA Powder - Evlution Nutrition Pre Workout BCAA Energy Powder 30 Servings - EVL BCAA Amino Acids Endurance & Muscle Recovery Drink - Fruit Punch Flavor with Vitamin B12 & Vitamin C,Truck,1.86,140.81,1723
864274516,BCAA Powder - Evlution Nutrition Pre Workout BCAA Energy Powder 30 Servings - EVL BCAA Amino Acids Endurance & Muscle Recovery Drink - Fruit Punch Flavor with Vitamin B12 & Vitamin C,Train,2.21,197.72,1724
864274516,BCAA Powder - Evlution Nutrition Pre Workout BCAA Energy Powder 30 Servings - EVL BCAA Amino Acids Endurance & Muscle Recovery Drink - Fruit Punch Flavor with Vitamin B12 & Vitamin C,Air,8.99,61.67,1725
260724783,"Java Monster Nitro Cold Brew Sweet Black, Coffee + Energy Drink, 13.5 fl oz",Truck,2.28,168.45,1726
260724783,"Java Monster Nitro Cold Brew Sweet Black, Coffee + Energy Drink, 13.5 fl oz",Train,1.07,72.98,1727
260724783,"Java Monster Nitro Cold Brew Sweet Black, Coffee + Energy Drink, 13.5 fl oz",Air,9.86,161.38,1728
17056922,"Red Bull Energy Drink, 8.4 Fl Oz",Truck,1.27,74.32,1729
17056922,"Red Bull Energy Drink, 8.4 Fl Oz",Train,0.93,143.89,1730
17056922,"Red Bull Energy Drink, 8.4 Fl Oz",Air,5.72,140.34,1731
618800224,"Stacker 2 B12 10,000% Energy Shot Acai Pomegranate, 2 fl oz, 6 count",Truck,2.76,82.59,1732
618800224,"Stacker 2 B12 10,000% Energy Shot Acai Pomegranate, 2 fl oz, 6 count",Train,1.71,44.5,1733
618800224,"Stacker 2 B12 10,000% Energy Shot Acai Pomegranate, 2 fl oz, 6 count",Air,5.77,123.87,1734
